AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI Version 5.2.606.0,

PROFILE DETAILS
CPU Details:,Family(0x19) Model(0x18)
Sampling Interval:,1000 milli-seconds
Profile Start Time:,Feb-27-2026_15-14-53,
Profile Duration:,3600 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
0.,thread0-core-effective-frequency,Frequency,MHz,Thread0-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
2.,thread1-core-effective-frequency,Frequency,MHz,Thread1-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
4.,thread2-core-effective-frequency,Frequency,MHz,Thread2-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
6.,thread3-core-effective-frequency,Frequency,MHz,Thread3-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
8.,thread4-core-effective-frequency,Frequency,MHz,Thread4-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
10.,thread5-core-effective-frequency,Frequency,MHz,Thread5-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
12.,thread6-core-effective-frequency,Frequency,MHz,Thread6-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
14.,thread7-core-effective-frequency,Frequency,MHz,Thread7-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
16.,thread8-core-effective-frequency,Frequency,MHz,Thread8-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
18.,thread9-core-effective-frequency,Frequency,MHz,Thread9-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
20.,thread10-core-effective-frequency,Frequency,MHz,Thread10-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
22.,thread11-core-effective-frequency,Frequency,MHz,Thread11-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
24.,thread12-core-effective-frequency,Frequency,MHz,Thread12-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
26.,thread13-core-effective-frequency,Frequency,MHz,Thread13-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
28.,thread14-core-effective-frequency,Frequency,MHz,Thread14-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
30.,thread15-core-effective-frequency,Frequency,MHz,Thread15-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
32.,thread16-core-effective-frequency,Frequency,MHz,Thread16-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
34.,thread17-core-effective-frequency,Frequency,MHz,Thread17-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
36.,thread18-core-effective-frequency,Frequency,MHz,Thread18-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
38.,thread19-core-effective-frequency,Frequency,MHz,Thread19-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
40.,thread20-core-effective-frequency,Frequency,MHz,Thread20-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
42.,thread21-core-effective-frequency,Frequency,MHz,Thread21-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
44.,thread22-core-effective-frequency,Frequency,MHz,Thread22-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
46.,thread23-core-effective-frequency,Frequency,MHz,Thread23-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
72.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
74.,core0-power,Power,W,Core0-Average Power reported in Watts.
76.,core1-power,Power,W,Core1-Average Power reported in Watts.
78.,core2-power,Power,W,Core2-Average Power reported in Watts.
80.,core3-power,Power,W,Core3-Average Power reported in Watts.
82.,core4-power,Power,W,Core4-Average Power reported in Watts.
84.,core5-power,Power,W,Core5-Average Power reported in Watts.
86.,core6-power,Power,W,Core6-Average Power reported in Watts.
88.,core7-power,Power,W,Core7-Average Power reported in Watts.
90.,core8-power,Power,W,Core8-Average Power reported in Watts.
92.,core9-power,Power,W,Core9-Average Power reported in Watts.
94.,core10-power,Power,W,Core10-Average Power reported in Watts.
96.,core11-power,Power,W,Core11-Average Power reported in Watts.
98.,socket0-temperature,Temperature,C,Socket0-Package Temperature for the sampling period, reported in Celsius. Temperature reported is with reference to Tclt

PROFILE RECORDS
RecordId,Timestamp,thread0-core-effective-frequency,thread1-core-effective-frequency,thread2-core-effective-frequency,thread3-core-effective-frequency,thread4-core-effective-frequency,thread5-core-effective-frequency,thread6-core-effective-frequency,thread7-core-effective-frequency,thread8-core-effective-frequency,thread9-core-effective-frequency,thread10-core-effective-frequency,thread11-core-effective-frequency,thread12-core-effective-frequency,thread13-core-effective-frequency,thread14-core-effective-frequency,thread15-core-effective-frequency,thread16-core-effective-frequency,thread17-core-effective-frequency,thread18-core-effective-frequency,thread19-core-effective-frequency,thread20-core-effective-frequency,thread21-core-effective-frequency,thread22-core-effective-frequency,thread23-core-effective-frequency,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power,core6-power,core7-power,core8-power,core9-power,core10-power,core11-power,socket0-temperature
488,15:23:1:881, 4950.30, 4943.85, 2547.00, 4972.81, 4972.22, 4952.30, 4993.70, 4989.11, 4872.87, 4857.05, 4885.73, 4936.91, 4961.35, 4946.41, 3616.04, 4968.35, 4973.95, 4967.10, 4993.70, 4983.02, 4930.20, 4888.12, 4921.20, 4971.09,   95.10,    3.41,    2.93,    2.00,    5.29,    5.63,    4.07,    3.92,    3.29,    2.90,    2.71,    2.86,    2.81,   70.88
489,15:23:2:881, 4947.02, 4938.02, 2383.42, 4964.90, 4973.22, 4961.27, 4992.96, 4989.38, 4961.85, 4966.00, 4709.45, 4821.87, 4959.58, 4943.65, 3568.70, 4973.29, 4974.39, 4949.24, 4994.21, 4983.91, 4962.65, 4864.97, 4780.90, 4910.33,   94.50,    3.42,    2.83,    1.97,    5.02,    5.61,    4.43,    3.83,    3.82,    3.54,    3.08,    2.48,    2.81,   70.62
490,15:23:3:881, 4940.27, 4940.43, 2591.63, 4970.32, 4964.56, 4963.10, 4993.41, 4987.15, 4940.76, 4919.94, 4922.78, 4863.76, 4962.15, 4946.52, 3634.23, 4967.01, 4974.46, 4968.41, 4993.35, 4985.18, 4966.31, 4808.04, 4920.78, 4762.65,   93.43,    3.37,    2.89,    1.96,    5.63,    5.07,    4.33,    3.83,    2.96,    3.38,    2.94,    2.54,    2.90,   70.38
491,15:23:4:881, 4951.00, 4936.40, 2319.83, 4940.77, 4973.96, 4944.50, 4994.51, 4987.98, 4976.13, 4899.88, 4865.93, 4913.13, 4961.39, 4940.24, 3581.84, 4974.90, 4966.86, 4966.50, 4993.55, 4985.18, 4922.35, 4914.90, 4918.54, 4761.28,   94.83,    3.46,    2.82,    1.99,    4.33,    5.99,    4.34,    3.83,    2.74,    3.48,    3.09,    2.67,    2.58,   70.12
492,15:23:5:881, 4942.79, 4939.32, 2507.44, 4972.62, 4965.54, 4948.61, 4994.11, 4988.94, 4965.01, 4958.22, 4852.24, 4843.47, 4961.32, 4948.61, 3604.06, 4965.12, 4974.76, 4952.55, 4994.63, 4984.70, 4927.36, 4548.44, 4943.96, 4875.88,   94.41,    3.40,    2.92,    1.96,    5.93,    4.57,    4.70,    4.00,    3.43,    3.58,    2.74,    2.67,    2.64,   70.12
493,15:23:6:881, 4947.33, 4937.30, 2388.37, 4953.08, 4962.67, 4964.66, 4993.54, 4987.48, 4880.71, 4980.77, 4859.96, 4913.45, 4961.98, 4971.47, 3598.05, 4972.80, 4963.52, 4968.96, 4993.63, 4984.50, 4988.91, 4825.96, 4895.32, 4832.51,   94.75,    3.42,    2.84,    1.97,    5.14,    4.50,    5.14,    4.21,    3.33,    3.06,    2.89,    2.92,    2.76,   70.00
494,15:23:7:881, 4968.23, 4939.46, 2498.72, 4962.08, 4963.63, 4952.33, 4993.99, 4989.97, 4931.27, 4893.79, 4884.51, 4963.36, 4963.34, 4971.22, 3246.53, 4962.96, 4966.70, 4971.48, 4993.26, 4985.07, 4781.48, 4972.70, 4753.50, 4891.49,   96.48,    3.99,    2.87,    1.98,    5.13,    5.39,    4.36,    4.11,    3.65,    3.09,    2.67,    2.99,    2.76,   71.62
495,15:23:8:881, 4971.77, 4954.43, 2568.54, 4955.30, 4972.52, 4964.36, 4993.87, 4989.20, 4969.21, 4831.52, 4924.04, 4931.12, 4962.10, 4941.77, 3151.61, 4964.13, 4973.52, 4966.57, 4994.02, 4985.88, 4973.22, 4979.58, 4863.29, 4682.01,   99.51,    4.51,    4.19,    2.04,    4.56,    5.01,    5.70,    3.95,    3.14,    3.38,    2.83,    3.02,    2.70,   73.38
496,15:23:9:881, 4946.17, 4966.74, 2377.20, 4968.51, 4968.55, 4969.58, 4993.76, 4987.08, 4940.65, 4970.11, 4863.54, 4923.03, 4961.42, 4947.14, 3506.63, 4954.80, 4970.39, 4960.89, 4993.71, 4987.31, 4862.69, 4840.58, 4907.34, 4793.29,   94.51,    3.48,    5.26,    2.10,    5.73,    5.27,    5.50,    3.60,    3.11,    2.79,    3.33,    2.80,    2.83,   72.62
497,15:23:10:881, 4950.59, 4940.67, 2596.61, 4974.23, 4963.74, 4945.83, 4993.77, 4987.04, 4985.97, 4972.89, 4885.91, 4887.33, 4961.40, 4940.82, 3624.85, 4969.62, 4972.35, 4941.47, 4993.62, 4986.99, 4983.16, 4927.34, 4782.44, 4823.43,   95.57,    3.61,    2.91,    1.99,    5.89,    4.64,    4.54,    4.05,    3.23,    3.32,    3.09,    2.89,    2.55,   72.00
498,15:23:11:881, 4946.04, 4945.61, 2507.05, 4965.55, 4963.97, 4959.31, 4993.55, 4987.98, 4846.15, 4939.54, 4947.87, 4583.26, 4960.50, 4941.77, 3569.91, 4976.02, 4959.15, 4971.17, 4993.94, 4985.91, 4823.45, 4852.46, 4933.09, 4902.87,   94.21,    3.43,    3.12,    1.98,    5.31,    4.74,    5.36,    4.05,    3.28,    3.02,    2.76,    3.14,    2.76,   71.50
499,15:23:12:881, 4943.17, 4940.59, 2489.34, 4968.08, 4962.57, 4959.88, 4993.62, 4988.89, 4943.38, 4878.73, 4817.57, 4676.26, 4960.90, 4941.95, 3630.98, 4965.67, 4964.92, 4955.99, 4993.70, 4985.61, 4983.87, 4928.47, 4799.56, 4970.07,   93.64,    3.38,    2.88,    1.96,    5.79,    4.52,    4.57,    4.00,    3.41,    3.30,    2.87,    2.70,    2.66,   71.38
500,15:23:13:881, 4946.54, 4935.63, 2407.42, 4963.95, 4957.71, 4970.41, 4993.20, 4987.82, 4793.82, 4759.68, 4926.84, 4956.34, 4962.07, 4951.28, 3545.73, 4969.38, 4960.32, 4971.69, 4994.02, 4985.94, 4961.34, 4873.33, 4930.40, 4934.26,   94.39,    3.40,    2.82,    1.96,    4.69,    4.67,    5.82,    3.81,    3.21,    2.76,    2.70,    3.02,    3.04,   71.00
501,15:23:14:881, 4953.69, 4936.08, 2672.61, 4959.41, 4969.76, 4964.51, 4993.07, 4987.97, 4978.71, 4930.30, 4825.88, 4904.41, 4961.18, 4940.77, 3585.98, 4970.01, 4960.30, 4915.15, 4994.60, 4984.41, 4858.94, 4953.70, 4932.96, 4916.91,   94.89,    3.57,    2.82,    1.97,    4.91,    5.72,    4.58,    3.76,    3.37,    3.13,    3.07,    2.68,    2.73,   70.75
502,15:23:15:881, 4942.52, 4944.43, 2304.88, 4965.34, 4969.00, 4968.93, 4994.22, 4989.48, 4932.11, 4792.26, 4928.16, 4880.62, 4961.28, 4944.83, 3480.61, 4964.90, 4972.37, 4967.07, 4993.38, 4986.25, 4970.15, 4974.81, 4788.45, 4662.87,   93.73,    3.39,    3.04,    2.00,    4.95,    5.02,    4.90,    3.92,    3.36,    3.10,    2.57,    3.18,    2.82,   70.38
503,15:23:16:881, 4944.67, 4936.58, 2320.84, 4948.75, 4968.96, 4922.05, 4992.97, 4987.41, 4905.44, 4975.59, 4827.48, 4859.98, 4963.31, 4965.40, 3602.09, 4972.36, 4961.77, 4966.85, 4993.99, 4985.86, 4965.79, 4940.77, 4961.16, 4700.00,   93.92,    3.38,    2.82,    1.96,    5.07,    5.95,    3.93,    3.97,    3.18,    2.86,    3.30,    2.73,    2.71,   70.00
504,15:23:17:881, 4971.46, 4939.25, 2303.83, 4962.49, 4948.38, 4962.81, 4994.12, 4989.30, 4987.40, 4963.00, 4932.63, 4717.77, 4964.44, 4969.35, 3437.35, 4965.10, 4964.15, 4974.12, 4993.70, 4985.67, 4978.89, 4914.22, 4981.28, 4785.94,   95.78,    4.61,    2.82,    1.96,    5.06,    4.70,    4.43,    4.51,    3.72,    3.28,    2.96,    2.73,    2.52,   70.38
505,15:23:18:881, 4975.17, 4950.43, 2462.64, 4949.10, 4972.51, 4960.04, 4993.24, 4989.75, 4954.62, 4626.83, 4981.28, 4723.83, 4961.07, 4942.05, 3245.73, 4959.52, 4957.40, 4964.06, 4994.03, 4987.22, 4978.08, 4527.63, 4982.31, 4734.09,   98.29,    4.77,    3.38,    1.98,    4.92,    5.45,    4.69,    3.70,    3.83,    3.25,    2.75,    2.71,    2.51,   72.62
506,15:23:19:881, 4947.20, 4966.57, 2301.40, 4961.87, 4936.03, 4974.72, 4993.58, 4987.78, 4980.93, 4889.39, 4968.10, 4919.58, 4962.00, 4950.14, 3024.13, 4961.36, 4974.38, 4962.21, 4993.23, 4988.76, 4860.40, 4864.15, 4921.13, 4928.63,   94.55,    3.45,    4.75,    2.05,    5.23,    4.25,    6.17,    3.90,    3.20,    3.00,    2.94,    2.82,    2.84,   72.12
507,15:23:20:881, 4955.69, 4937.31, 2295.64, 4970.53, 4946.29, 4973.19, 4994.36, 4989.67, 4987.23, 4627.66, 4933.40, 4901.55, 4960.77, 4940.42, 3139.57, 4965.61, 4939.02, 4962.99, 4994.18, 4987.71, 4953.41, 4757.21, 4988.03, 4949.18,   93.96,    3.58,    2.89,    1.97,    5.61,    4.55,    5.27,    3.46,    3.24,    3.52,    2.50,    3.05,    2.66,   71.50
508,15:23:21:881, 4942.47, 4943.22, 2480.77, 4968.23, 4968.25, 4966.05, 4995.08, 4988.95, 4877.02, 4886.81, 4948.38, 4954.84, 4962.27, 4944.61, 3097.43, 4969.40, 4957.13, 4930.58, 4994.25, 4987.87, 4978.40, 4927.70, 4843.59, 4965.42,   96.62,    3.42,    3.02,    1.99,    4.95,    5.75,    4.11,    3.93,    3.14,    2.87,    2.90,    2.88,    2.94,   71.00
509,15:23:22:881, 4945.42, 4938.55, 2533.75, 4947.95, 4958.85, 4968.62, 4994.10, 4991.88, 4967.87, 4561.23, 4980.90, 4903.60, 4960.21, 4938.54, 3213.07, 4971.27, 4968.72, 4967.54, 4994.06, 4985.72, 4834.57, 4914.49, 4862.55, 4838.87,   94.09,    3.39,    2.86,    1.97,    4.75,    5.86,    4.26,    4.33,    4.44,    3.49,    2.59,    3.51,    2.92,   70.62
510,15:23:23:881, 4941.03, 4940.74, 2456.02, 4973.25, 4962.84, 4932.30, 4993.56, 4986.50, 4980.24, 4966.92, 4716.98, 4969.99, 4960.04, 4942.68, 3600.34, 4947.87, 4971.57, 4972.02, 4993.38, 4984.30, 4965.38, 4927.83, 4951.84, 4690.15,   92.93,    3.43,    2.82,    1.97,    5.69,    4.87,    3.97,    4.33,    3.29,    2.86,    3.24,    2.62,    3.06,   70.62
511,15:23:24:881, 4947.66, 4936.75, 2257.22, 4966.98, 4960.61, 4964.12, 4994.30, 4987.54, 4899.78, 4900.33, 4873.62, 4936.74, 4960.73, 4942.85, 3280.62, 4974.31, 4969.61, 4960.33, 4993.26, 4987.23, 4951.91, 4888.97, 4970.83, 4705.89,   94.46,    3.48,    2.83,    1.96,    4.80,    4.46,    5.39,    3.93,    3.01,    2.80,    2.98,    2.86,    2.97,   71.00
512,15:23:25:881, 4945.22, 4937.48, 2379.11, 4965.91, 4944.01, 4970.09, 4994.32, 4990.39, 4973.67, 4930.56, 4917.19, 4874.49, 4960.79, 4940.57, 3204.18, 4968.61, 4962.89, 4947.83, 4994.42, 4984.95, 4941.98, 4970.62, 4896.99, 4619.23,   93.84,    3.37,    2.95,    1.94,    5.17,    3.93,    5.78,    3.88,    3.40,    3.35,    2.72,    2.84,    2.98,   70.50
513,15:23:26:881, 4945.02, 4935.79, 2319.26, 4965.92, 4967.87, 4930.27, 4994.25, 4988.44, 4824.04, 4869.24, 4770.35, 4948.62, 4961.83, 4971.29, 3214.57, 4967.97, 4950.34, 4969.51, 4994.03, 4987.58, 4897.92, 4808.76, 4903.56, 4874.14,   94.09,    3.44,    2.80,    1.92,    5.68,    5.04,    4.05,    3.94,    3.33,    3.00,    2.76,    3.00,    2.66,   70.00
514,15:23:27:881, 4964.85, 4939.85, 2618.70, 4960.59, 4973.62, 4961.52, 4994.44, 4983.57, 4938.58, 4936.17, 4619.82, 4860.86, 4964.94, 4966.95, 3060.70, 4969.10, 4966.82, 4964.55, 4994.76, 4986.29, 4747.70, 4851.19, 4955.07, 4847.60,   96.81,    4.09,    2.87,    1.96,    4.41,    5.80,    4.26,    4.17,    3.21,    3.45,    2.96,    2.66,    2.63,   72.38
515,15:23:28:881, 4974.43, 4957.77, 2227.83, 4973.34, 4945.97, 4944.82, 4993.92, 4988.80, 4865.79, 4906.81, 4858.28, 4971.41, 4961.68, 4952.43, 3106.39, 4962.31, 4973.59, 4938.94, 4993.86, 4991.12, 4961.30, 4833.51, 4936.13, 4824.48,   97.07,    5.03,    4.33,    1.94,    6.07,    4.73,    4.55,    3.79,    3.40,    3.03,    2.77,    2.69,    3.12,   73.50
516,15:23:29:881, 4952.24, 4965.82, 2121.92, 4974.05, 4976.23, 4961.27, 4994.92, 4987.59, 4800.91, 4903.20, 4887.77, 4931.79, 4961.20, 4947.89, 3093.79, 4974.41, 4953.06, 4970.06, 4993.97, 4988.95, 4762.29, 4924.66, 4978.72, 4985.30,   92.30,    3.55,    4.43,    1.77,    7.10,    4.33,    4.08,    3.14,    3.53,    2.61,    2.74,    3.08,    2.66,   72.62
517,15:23:30:881, 4957.93, 4947.08, 2071.34, 4974.10, 4976.66, 4952.47, 4994.36, 4988.43, 4912.63, 4952.80, 4914.12, 4569.70, 4962.20, 4937.81, 1973.92, 4976.83, 4971.13, 4825.86, 4993.57, 4987.31, 4929.54, 4955.24, 4978.56, 4979.03,   92.80,    3.53,    3.05,    1.58,    5.54,    5.72,    4.06,    2.76,    3.28,    2.91,    2.91,    2.57,    2.21,   71.75
518,15:23:31:881, 4943.95, 4943.23, 1995.79, 4958.29, 4960.26, 4972.10, 4995.14, 4979.88, 4979.10, 4947.05, 4971.75, 4984.52, 4960.12, 4944.00, 1958.94, 4973.08, 4976.41, 4933.32, 4995.11, 4988.93, 4702.06, 4975.71, 4971.43, 4962.36,   94.87,    3.43,    2.96,    1.49,    4.70,    5.92,    3.83,    3.82,    2.55,    2.69,    3.05,    2.85,    3.01,   71.25
519,15:23:32:881, 4945.93, 4937.34, 1975.85, 4971.53, 4937.29, 4928.59, 4993.65, 4990.23, 4972.87, 4861.76, 4987.63, 4986.78, 4959.80, 4941.54, 1969.11, 4973.99, 4975.30, 4971.09, 4995.71, 4988.16, 4874.48, 4981.03, 4703.87, 4946.18,   91.49,    3.34,    2.88,    1.37,    6.96,    3.55,    3.48,    4.40,    4.04,    3.22,    2.84,    2.72,    3.20,   70.75
520,15:23:33:881, 4940.98, 4935.53, 1957.75, 4958.64, 4975.89, 4958.76, 4993.37, 4987.75, 4868.52, 4983.79, 4978.96, 4872.71, 4960.22, 4943.26, 1966.56, 4978.63, 4937.91, 4970.14, 4992.97, 4984.49, 4991.09, 4878.06, 4509.55, 4978.73,   93.00,    3.34,    2.77,    1.39,    4.05,    6.39,    3.85,    3.52,    2.98,    2.62,    3.42,    2.55,    2.37,   70.25
521,15:23:34:881, 4943.59, 4934.19, 1971.76, 4959.45, 4976.83, 4957.50, 4991.72, 4992.72, 4923.25, 4975.31, 4943.93, 4964.53, 4960.49, 4940.88, 1978.94, 4970.30, 4977.16, 4926.40, 4991.37, 4978.78, 4979.48, 4979.80, 4965.11, 4887.22,   93.02,    3.42,    2.77,    1.39,    3.97,    6.94,    3.30,    3.34,    4.61,    3.05,    2.91,    2.35,    3.14,   69.75
522,15:23:35:881, 4943.61, 4937.39, 1966.86, 4962.04, 4948.20, 4960.18, 4994.73, 4988.42, 4978.68, 4978.01, 4766.62, 4981.11, 4959.80, 4940.11, 2125.85, 4941.44, 4976.69, 4916.48, 4991.89, 4987.74, 4983.54, 4992.25, 4799.79, 4978.46,   92.57,    3.35,    2.85,    1.39,    4.34,    6.76,    3.15,    4.47,    3.07,    3.23,    2.75,    2.48,    3.14,   69.12
523,15:23:36:881, 4944.28, 4936.83, 1968.19, 4957.85, 4963.01, 4700.41, 4994.72, 4983.38, 4866.57, 4965.90, 4982.54, 4966.08, 4961.84, 4963.62, 1976.37, 4968.12, 4976.59, 4961.56, 4994.08, 4983.81, 4940.23, 4975.15, 4910.87, 4980.04,   90.67,    3.36,    2.77,    1.38,    3.72,    6.53,    3.37,    5.07,    2.78,    2.90,    3.28,    2.98,    2.78,   69.62
524,15:23:37:881, 4968.09, 4937.07, 2549.30, 4960.17, 4977.39, 4675.05, 4994.13, 4987.57, 4976.25, 4988.20, 4773.08, 4984.39, 4964.15, 4968.64, 1980.00, 4899.94, 4976.91, 4971.73, 4994.27, 4986.56, 4959.53, 4952.73, 4982.57, 4658.34,   99.21,    4.24,    2.80,    1.41,    3.86,    7.33,    3.32,    2.10,    2.85,    2.72,    3.29,    2.34,    2.71,   70.50
525,15:23:38:881, 4973.82, 4959.68, 1977.84, 4958.98, 4962.60, 4940.73, 4993.02, 4990.87, 4985.47, 4982.96, 4694.39, 4939.52, 4959.61, 4943.58, 1954.83, 4956.82, 4977.29, 4968.93, 4994.61, 4988.67, 4982.63, 4984.09, 4963.10, 4538.18,   97.73,    4.75,    3.86,    1.41,    4.06,    6.69,    3.32,    5.06,    5.14,    3.23,    3.43,    2.72,    3.31,   71.38
526,15:23:39:881, 4946.01, 4965.86, 1963.03, 4968.80, 4964.69, 4966.57, 4994.29, 4988.45, 4980.35, 4986.30, 4751.52, 4774.83, 4961.13, 4950.90, 1971.36, 4955.82, 4976.53, 4968.31, 4992.61, 4986.60, 4958.80, 4976.13, 4958.96, 4901.06,   92.06,    3.37,    4.54,    1.47,    4.51,    7.05,    3.20,    4.46,    2.85,    2.86,    3.34,    2.87,    2.62,   70.75
527,15:23:40:881, 4950.19, 4935.08, 1965.31, 4936.32, 4974.49, 4870.77, 4994.82, 4992.50, 4991.48, 4992.37, 4869.85, 4770.64, 4964.73, 4945.24, 1970.51, 4960.25, 4976.93, 4967.74, 4994.20, 4977.74, 4979.79, 4980.48, 4961.06, 4985.75,   93.12,    3.47,    2.83,    1.41,    3.87,    7.00,    4.48,    2.26,    3.17,    2.93,    2.77,    2.30,    2.84,   70.25
528,15:23:41:881, 4943.31, 4946.95, 1970.46, 4972.48, 4942.98, 4972.78, 4994.36, 4988.90, 4984.56, 4989.80, 3597.14, 4951.65, 4963.31, 4938.31, 1975.67, 4964.77, 4975.98, 4815.23, 4995.59, 4988.33, 4904.11, 4882.00, 4910.90, 4992.95,   93.01,    3.39,    3.06,    1.39,    4.57,    5.43,    3.80,    4.51,    3.71,    2.47,    2.98,    2.18,    2.72,   69.88
529,15:23:42:881, 4943.24, 4942.35, 1975.32, 4975.49, 4967.49, 4953.88, 4994.73, 4988.40, 4912.13, 4981.13, 4861.68, 4981.69, 4959.17, 4941.25, 1968.84, 4973.27, 4970.15, 4942.69, 4994.89, 4989.12, 4881.51, 4901.70, 4819.26, 4993.46,   92.05,    3.41,    2.87,    1.35,    6.73,    3.73,    3.14,    5.00,    2.89,    2.79,    3.29,    2.48,    3.14,   69.75
530,15:23:43:881, 4946.77, 4938.91, 1973.19, 4975.70, 4922.23, 4794.17, 4995.25, 4982.06, 4934.94, 4943.62, 4823.92, 4987.73, 4960.99, 4948.08, 1970.46, 4981.05, 4956.33, 4971.96, 4994.82, 4983.77, 4976.73, 4747.44, 4958.95, 4992.13,   92.01,    3.37,    2.85,    1.35,    7.05,    3.58,    2.80,    4.54,    3.19,    3.02,    2.03,    2.98,    3.08,   69.38
531,15:23:44:881, 4950.66, 4935.50, 1972.85, 4955.04, 4967.80, 4684.82, 4995.02, 4989.78, 4932.62, 4723.64, 4970.25, 4988.08, 4961.17, 4937.91, 1974.39, 4980.56, 4951.01, 4949.74, 4995.72, 4976.23, 4985.32, 4900.93, 4827.35, 4992.19,   93.25,    3.52,    2.80,    1.39,    2.89,    7.10,    4.49,    3.29,    3.44,    2.76,    2.16,    2.53,    3.13,   68.88
532,15:23:45:881, 4944.78, 4941.74, 1975.47, 4960.18, 4962.71, 4963.20, 4995.15, 4989.64, 4961.20, 4932.88, 4887.10, 4981.01, 4961.30, 4941.51, 1986.93, 4944.09, 4975.74, 4977.25, 4995.35, 4985.10, 4975.92, 4809.70, 4962.26, 4992.70,   92.51,    3.33,    2.98,    1.37,    4.16,    5.88,    3.94,    4.49,    3.32,    3.23,    2.83,    2.37,    2.99,   69.75
533,15:23:46:881, 4945.74, 4936.37, 1987.10, 4934.58, 4963.06, 4974.18, 4994.81, 4989.16, 4856.32, 4985.26, 4967.71, 4978.54, 4962.46, 4962.10, 1975.66, 4965.43, 4977.00, 4966.00, 4995.03, 4985.32, 4486.56, 4987.39, 4981.19, 4993.31,   92.95,    3.37,    2.72,    1.33,    2.65,    3.80,    6.74,    4.95,    2.78,    2.94,    3.24,    2.53,    3.03,   69.50
534,15:23:47:881, 4967.27, 4939.20, 1958.29, 4972.86, 4949.75, 4959.41, 4995.44, 4990.48, 4852.49, 4948.79, 4772.75, 4981.96, 4964.35, 4970.72, 1977.99, 4945.39, 4949.66, 4974.66, 4994.26, 4983.15, 4968.41, 4906.60, 4969.53, 4992.03,   93.98,    4.34,    2.81,    1.35,    3.84,    3.81,    6.61,    4.43,    3.17,    2.81,    3.18,    2.40,    2.89,   72.50
535,15:23:48:881, 4973.15, 4964.41, 1978.31, 4960.38, 4942.95, 4975.32, 4994.11, 4992.54, 4628.58, 4987.93, 4977.40, 4985.26, 4963.15, 4958.49, 1971.98, 4962.26, 4948.31, 4971.29, 4994.32, 4978.45, 4906.34, 4976.50, 4984.13, 4973.47,   96.55,    5.01,    4.38,    1.40,    4.21,    3.01,    7.55,    2.48,    3.25,    2.05,    3.42,    3.07,    2.48,   72.38
